VM-ID 1 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 2 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 3 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 1 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 2 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 3 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 1 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 2 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 3 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 1 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 2 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 3 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 1 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 2 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 3 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 1 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 2 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
VM-ID 3 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Mon Jun 01 03:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Mon Jun 01 02:50:00 CEST 2015 Minutes Used: 5040 Cost: 54.6
