VM-ID 4 Billing Start Time: Fri May 29 00:24:00 CEST 2015 Billing End Time: Fri May 29 03:24:00 CEST 2015 Active Start Time: Fri May 29 00:29:00 CEST 2015 Active End Time: Fri May 29 03:14:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 5 Billing Start Time: Fri May 29 00:28:00 CEST 2015 Billing End Time: Fri May 29 04:28:00 CEST 2015 Active Start Time: Fri May 29 00:33:00 CEST 2015 Active End Time: Fri May 29 04:18:00 CEST 2015 Minutes Used: 240 Cost: 3.8
VM-ID 7 Billing Start Time: Fri May 29 07:56:00 CEST 2015 Billing End Time: Fri May 29 10:56:00 CEST 2015 Active Start Time: Fri May 29 08:01:00 CEST 2015 Active End Time: Fri May 29 10:46:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 6 Billing Start Time: Fri May 29 07:28:00 CEST 2015 Billing End Time: Fri May 29 19:28:00 CEST 2015 Active Start Time: Fri May 29 07:33:00 CEST 2015 Active End Time: Fri May 29 19:18:00 CEST 2015 Minutes Used: 720 Cost: 11.399999999999999
VM-ID 8 Billing Start Time: Fri May 29 10:57:00 CEST 2015 Billing End Time: Fri May 29 22:57:00 CEST 2015 Active Start Time: Fri May 29 11:02:00 CEST 2015 Active End Time: Fri May 29 22:47:00 CEST 2015 Minutes Used: 720 Cost: 11.399999999999999
VM-ID 9 Billing Start Time: Fri May 29 18:16:00 CEST 2015 Billing End Time: Fri May 29 23:16:00 CEST 2015 Active Start Time: Fri May 29 18:21:00 CEST 2015 Active End Time: Fri May 29 23:06:00 CEST 2015 Minutes Used: 300 Cost: 4.75
VM-ID 10 Billing Start Time: Sat May 30 00:58:00 CEST 2015 Billing End Time: Sat May 30 03:58:00 CEST 2015 Active Start Time: Sat May 30 01:03:00 CEST 2015 Active End Time: Sat May 30 03:48:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 12 Billing Start Time: Sat May 30 14:56:00 CEST 2015 Billing End Time: Sat May 30 15:56:00 CEST 2015 Active Start Time: Sat May 30 15:01:00 CEST 2015 Active End Time: Sat May 30 15:46:00 CEST 2015 Minutes Used: 60 Cost: 0.95
VM-ID 11 Billing Start Time: Sat May 30 13:57:00 CEST 2015 Billing End Time: Sat May 30 17:57:00 CEST 2015 Active Start Time: Sat May 30 14:02:00 CEST 2015 Active End Time: Sat May 30 17:47:00 CEST 2015 Minutes Used: 240 Cost: 3.8
VM-ID 4 Billing Start Time: Fri May 29 00:24:00 CEST 2015 Billing End Time: Fri May 29 03:24:00 CEST 2015 Active Start Time: Fri May 29 00:29:00 CEST 2015 Active End Time: Fri May 29 03:14:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 5 Billing Start Time: Fri May 29 00:28:00 CEST 2015 Billing End Time: Fri May 29 04:28:00 CEST 2015 Active Start Time: Fri May 29 00:33:00 CEST 2015 Active End Time: Fri May 29 04:18:00 CEST 2015 Minutes Used: 240 Cost: 3.8
VM-ID 7 Billing Start Time: Fri May 29 07:56:00 CEST 2015 Billing End Time: Fri May 29 10:56:00 CEST 2015 Active Start Time: Fri May 29 08:01:00 CEST 2015 Active End Time: Fri May 29 10:46:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 6 Billing Start Time: Fri May 29 07:28:00 CEST 2015 Billing End Time: Fri May 29 19:28:00 CEST 2015 Active Start Time: Fri May 29 07:33:00 CEST 2015 Active End Time: Fri May 29 19:18:00 CEST 2015 Minutes Used: 720 Cost: 11.399999999999999
VM-ID 8 Billing Start Time: Fri May 29 10:57:00 CEST 2015 Billing End Time: Fri May 29 22:57:00 CEST 2015 Active Start Time: Fri May 29 11:02:00 CEST 2015 Active End Time: Fri May 29 22:47:00 CEST 2015 Minutes Used: 720 Cost: 11.399999999999999
VM-ID 9 Billing Start Time: Fri May 29 18:16:00 CEST 2015 Billing End Time: Fri May 29 23:16:00 CEST 2015 Active Start Time: Fri May 29 18:21:00 CEST 2015 Active End Time: Fri May 29 23:06:00 CEST 2015 Minutes Used: 300 Cost: 4.75
VM-ID 10 Billing Start Time: Sat May 30 00:58:00 CEST 2015 Billing End Time: Sat May 30 03:58:00 CEST 2015 Active Start Time: Sat May 30 01:03:00 CEST 2015 Active End Time: Sat May 30 03:48:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 12 Billing Start Time: Sat May 30 14:56:00 CEST 2015 Billing End Time: Sat May 30 15:56:00 CEST 2015 Active Start Time: Sat May 30 15:01:00 CEST 2015 Active End Time: Sat May 30 15:46:00 CEST 2015 Minutes Used: 60 Cost: 0.95
VM-ID 11 Billing Start Time: Sat May 30 13:57:00 CEST 2015 Billing End Time: Sat May 30 17:57:00 CEST 2015 Active Start Time: Sat May 30 14:02:00 CEST 2015 Active End Time: Sat May 30 17:47:00 CEST 2015 Minutes Used: 240 Cost: 3.8
VM-ID 4 Billing Start Time: Fri May 29 00:24:00 CEST 2015 Billing End Time: Fri May 29 03:24:00 CEST 2015 Active Start Time: Fri May 29 00:29:00 CEST 2015 Active End Time: Fri May 29 03:14:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 5 Billing Start Time: Fri May 29 00:28:00 CEST 2015 Billing End Time: Fri May 29 04:28:00 CEST 2015 Active Start Time: Fri May 29 00:33:00 CEST 2015 Active End Time: Fri May 29 04:18:00 CEST 2015 Minutes Used: 240 Cost: 3.8
VM-ID 7 Billing Start Time: Fri May 29 07:56:00 CEST 2015 Billing End Time: Fri May 29 10:56:00 CEST 2015 Active Start Time: Fri May 29 08:01:00 CEST 2015 Active End Time: Fri May 29 10:46:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 6 Billing Start Time: Fri May 29 07:28:00 CEST 2015 Billing End Time: Fri May 29 19:28:00 CEST 2015 Active Start Time: Fri May 29 07:33:00 CEST 2015 Active End Time: Fri May 29 19:18:00 CEST 2015 Minutes Used: 720 Cost: 11.399999999999999
VM-ID 8 Billing Start Time: Fri May 29 10:57:00 CEST 2015 Billing End Time: Fri May 29 22:57:00 CEST 2015 Active Start Time: Fri May 29 11:02:00 CEST 2015 Active End Time: Fri May 29 22:47:00 CEST 2015 Minutes Used: 720 Cost: 11.399999999999999
VM-ID 9 Billing Start Time: Fri May 29 18:16:00 CEST 2015 Billing End Time: Fri May 29 23:16:00 CEST 2015 Active Start Time: Fri May 29 18:21:00 CEST 2015 Active End Time: Fri May 29 23:06:00 CEST 2015 Minutes Used: 300 Cost: 4.75
VM-ID 10 Billing Start Time: Sat May 30 00:58:00 CEST 2015 Billing End Time: Sat May 30 03:58:00 CEST 2015 Active Start Time: Sat May 30 01:03:00 CEST 2015 Active End Time: Sat May 30 03:48:00 CEST 2015 Minutes Used: 180 Cost: 2.8499999999999996
VM-ID 12 Billing Start Time: Sat May 30 14:56:00 CEST 2015 Billing End Time: Sat May 30 15:56:00 CEST 2015 Active Start Time: Sat May 30 15:01:00 CEST 2015 Active End Time: Sat May 30 15:46:00 CEST 2015 Minutes Used: 60 Cost: 0.95
