VM-ID 4 Billing Start Time: Fri May 29 00:24:00 CEST 2015 Billing End Time: Fri May 29 03:24:00 CEST 2015 Active Start Time: Fri May 29 00:29:00 CEST 2015 Active End Time: Fri May 29 03:14:00 CEST 2015 Minutes Used: 180
VM-ID 2 Billing Start Time: Thu May 28 23:59:00 CEST 2015 Billing End Time: Fri May 29 03:59:00 CEST 2015 Active Start Time: Fri May 29 00:04:00 CEST 2015 Active End Time: Fri May 29 03:49:00 CEST 2015 Minutes Used: 240
VM-ID 7 Billing Start Time: Fri May 29 07:56:00 CEST 2015 Billing End Time: Fri May 29 10:56:00 CEST 2015 Active Start Time: Fri May 29 08:01:00 CEST 2015 Active End Time: Fri May 29 10:46:00 CEST 2015 Minutes Used: 180
VM-ID 5 Billing Start Time: Fri May 29 00:28:00 CEST 2015 Billing End Time: Fri May 29 19:28:00 CEST 2015 Active Start Time: Fri May 29 00:33:00 CEST 2015 Active End Time: Fri May 29 19:18:00 CEST 2015 Minutes Used: 1140
VM-ID 6 Billing Start Time: Fri May 29 07:28:00 CEST 2015 Billing End Time: Fri May 29 22:28:00 CEST 2015 Active Start Time: Fri May 29 07:33:00 CEST 2015 Active End Time: Fri May 29 22:18:00 CEST 2015 Minutes Used: 900
VM-ID 1 Billing Start Time: Thu May 28 15:00:00 CEST 2015 Billing End Time: Fri May 29 23:00:00 CEST 2015 Active Start Time: Thu May 28 15:05:00 CEST 2015 Active End Time: Fri May 29 22:50:00 CEST 2015 Minutes Used: 1920
VM-ID 3 Billing Start Time: Fri May 29 00:08:00 CEST 2015 Billing End Time: Sat May 30 03:08:00 CEST 2015 Active Start Time: Fri May 29 00:13:00 CEST 2015 Active End Time: Sat May 30 02:58:00 CEST 2015 Minutes Used: 1620
VM-ID 9 Billing Start Time: Fri May 29 18:16:00 CEST 2015 Billing End Time: Sat May 30 04:16:00 CEST 2015 Active Start Time: Fri May 29 18:21:00 CEST 2015 Active End Time: Sat May 30 04:06:00 CEST 2015 Minutes Used: 600
VM-ID 8 Billing Start Time: Fri May 29 10:57:00 CEST 2015 Billing End Time: Sat May 30 08:57:00 CEST 2015 Active Start Time: Fri May 29 11:02:00 CEST 2015 Active End Time: Sat May 30 08:47:00 CEST 2015 Minutes Used: 1320
VM-ID 12 Billing Start Time: Sat May 30 12:51:00 CEST 2015 Billing End Time: Sat May 30 15:51:00 CEST 2015 Active Start Time: Sat May 30 12:56:00 CEST 2015 Active End Time: Sat May 30 15:41:00 CEST 2015 Minutes Used: 180
VM-ID 11 Billing Start Time: Sat May 30 11:54:00 CEST 2015 Billing End Time: Sat May 30 17:54:00 CEST 2015 Active Start Time: Sat May 30 11:59:00 CEST 2015 Active End Time: Sat May 30 17:44:00 CEST 2015 Minutes Used: 360
VM-ID 14 Billing Start Time: Sat May 30 14:56:00 CEST 2015 Billing End Time: Sat May 30 19:56:00 CEST 2015 Active Start Time: Sat May 30 15:01:00 CEST 2015 Active End Time: Sat May 30 19:46:00 CEST 2015 Minutes Used: 300
VM-ID 13 Billing Start Time: Sat May 30 13:57:00 CEST 2015 Billing End Time: Sat May 30 21:57:00 CEST 2015 Active Start Time: Sat May 30 14:02:00 CEST 2015 Active End Time: Sat May 30 21:47:00 CEST 2015 Minutes Used: 480
VM-ID 10 Billing Start Time: Sat May 30 00:58:00 CEST 2015 Billing End Time: Sat May 30 22:58:00 CEST 2015 Active Start Time: Sat May 30 01:03:00 CEST 2015 Active End Time: Sat May 30 22:48:00 CEST 2015 Minutes Used: 1320
VM-ID 15 Billing Start Time: Sat May 30 21:59:00 CEST 2015 Billing End Time: Sun May 31 02:59:00 CEST 2015 Active Start Time: Sat May 30 22:04:00 CEST 2015 Active End Time: Sun May 31 02:49:00 CEST 2015 Minutes Used: 300
VM-ID 16 Billing Start Time: Sun May 31 00:44:00 CEST 2015 Billing End Time: Sun May 31 08:44:00 CEST 2015 Active Start Time: Sun May 31 00:49:00 CEST 2015 Active End Time: Sun May 31 08:34:00 CEST 2015 Minutes Used: 480
VM-ID 19 Billing Start Time: Sun May 31 13:31:00 CEST 2015 Billing End Time: Sun May 31 18:31:00 CEST 2015 Active Start Time: Sun May 31 13:36:00 CEST 2015 Active End Time: Sun May 31 18:21:00 CEST 2015 Minutes Used: 300
VM-ID 17 Billing Start Time: Sun May 31 02:00:00 CEST 2015 Billing End Time: Sun May 31 23:00:00 CEST 2015 Active Start Time: Sun May 31 02:05:00 CEST 2015 Active End Time: Sun May 31 22:50:00 CEST 2015 Minutes Used: 1260
VM-ID 18 Billing Start Time: Sun May 31 12:09:00 CEST 2015 Billing End Time: Mon Jun 01 03:09:00 CEST 2015 Active Start Time: Sun May 31 12:14:00 CEST 2015 Active End Time: Mon Jun 01 02:59:00 CEST 2015 Minutes Used: 900
